country,year,iso_code,population,gdp,primary_energy_consumption,energy_per_capita,fossil_fuel_consumption,fossil_share_energy,coal_consumption,oil_consumption,gas_consumption,coal_share_energy,oil_share_energy,gas_share_energy,renewables_consumption,renewables_share_energy,solar_consumption,wind_consumption,hydro_consumption,solar_share_energy,wind_share_energy,hydro_share_energy,nuclear_consumption,nuclear_share_energy,electricity_generation,electricity_per_capita,co2_emissions,co2_per_capita,development_status,gdp_per_capita
Poland,2016,POL,2029181433.90874,35528309632771.1,127207795938.99504,62689217.3431526,99546881858.03363,78.25533106931061,65401070740.44498,31429473339.36673,26497682990.446724,51.41278508733013,24.70719118067209,20.830235124232637,37919749547.93556,29.809296881553323,20108786517.421867,19451111792.007168,16904616161.674505,15.807825588822736,15.290817397178492,13.288978114031188,12568307847.129614,9.880139620654216,44479159390.31612,21919754.75777811,330142060.4346105,162697.16197761064,Least Developed,17508.69046950335
Poland,2017,POL,1643170466.4233544,31153161698244.438,307398710236.6542,187076579.40430295,246746531893.5877,80.26921508669547,75963533653.81685,117421396955.77156,97001481789.83458,24.71172816416032,38.19840261052932,31.555591666327082,65181290255.22818,21.204152159600042,30395841704.375423,32391515856.093235,19145702098.34259,9.88808368160519,10.537297255136915,6.228296170664825,10405657814.162497,3.3850687942547286,113219272356.70401,68902937.7476248,820463226.7749624,499317.16978874564,Least Developed,18959.178207514098
Poland,2018,POL,1406234217.5541198,26955217094182.203,249478503700.999,177408927.03842747,211790145382.48303,84.8931439946082,116276770661.71848,76622189501.20627,57976499933.16643,46.60793172027225,30.71294254395492,23.239076342485802,51351794175.402534,20.583654869498442,30396157020.265846,28228282357.36906,11191826883.837431,12.183878197656567,11.314915689570102,4.486088668084558,20231089846.64442,8.109351926726106,113249839607.97038,80534123.11709154,682185056.7463661,485114.818165141,Least Developed,19168.36950608821
Poland,2019,POL,1700657581.8538487,32229331168796.383,407887611355.1643,239841115.4058039,384668205278.9528,94.30740100218603,259496145188.01077,178911862760.26648,137812055514.3225,63.619521153354405,43.863029368764195,33.78677157083939,114347223165.42305,28.03400250022702,64043505105.12603,64252117533.83245,26867792328.3021,15.70126263270123,15.752407218341702,6.587057704213336,32839815091.510017,8.05119208754665,138756132694.24805,81589694.58331119,1570536191.7142124,923487.6017794282,Least Developed,18951.099570357903
Poland,2020,POL,2151696850.154201,39302123409354.79,197302550453.2339,91696258.43858731,175232054991.6239,88.81388232898627,55694921744.67162,57583424490.85443,35537569539.4862,28.228181347241556,29.185342185682128,18.0117132078886,60845020665.365364,30.838435958174447,30702496109.165375,24505410890.79176,35542418632.35859,15.561124799774298,12.420220029847112,18.014170901852136,18393863390.06968,9.322668839209722,81559288062.94002,37904637.011061795,413897814.00188386,192358.79532575508,Least Developed,18265.641559375897
Poland,2021,POL,2009197970.830264,35482482745624.31,434408432482.9037,216209870.20178622,387587599945.39545,89.22193285477927,194293077119.05234,175588721247.36002,115136046415.471,44.72589908270227,40.42019171768043,26.504100244417383,128063499086.33015,29.47997541262511,62063193759.94064,52793900466.834885,60673174712.04655,14.28682988615401,12.153056091725983,13.96685012886677,28160828726.70883,6.48256954077822,143301058231.84225,71322517.89634535,1339917846.199836,666891.8969921812,Least Developed,17660.023183759153
Poland,2022,POL,1571183985.5017176,29994899099605.332,361592797496.79724,230140327.82502666,305833913781.106,84.57964757547884,122724899213.06221,140909516907.9083,111190327863.28673,33.94008400129962,38.96911605634411,30.750150067430916,146450891392.05984,40.501606338925214,67952217457.48105,59898334314.09682,66010273320.596146,18.79246985224669,16.565134794928362,18.25541708174672,18147240770.155598,5.018695310245038,179273901850.15515,114101151.42747499,1046632635.9795603,666142.632331722,Least Developed,19090.634436442037
Turkey,2000,TUR,1054890500.0645282,25152657641643.53,38086992508.771736,36105162.105869696,28763170192.31108,75.51966773350954,18693369111.972668,9370480456.232906,9894512152.840826,49.08071727550406,24.602836399001077,25.978717407424707,6521663317.453683,17.123072439893207,188983210.0191945,172764279.08028966,1989617245.9005442,0.496188324598405,0.4536044137391543,5.223875960913216,2373344676.7625523,6.231378537478254,12196716591.901424,11562068.850895278,101964875.10841979,96659.20311367155,Developing,23843.856438279545
Turkey,2001,TUR,1069555252.8454612,24550130453298.2,175635588833.00146,164213665.78840864,130347256011.45021,74.21460358776575,84287524835.34589,54578357933.275505,29383151941.24706,47.9900032763226,31.07477151750259,16.72961165586165,9124904937.749174,5.195362169124705,8662237959.37014,9668306766.538206,2287802732.7367353,4.931937779197133,5.50475380916738,1.3025849418889888,2825279236.61046,1.608602934850979,67708989753.271835,63305742.805841774,456701305.4297843,427001.13361583627,Developing,22953.587846896786
Turkey,2002,TUR,1102913373.0536473,23332358812583.973,177422444331.6485,160867071.40055543,127556263395.24925,71.89409653088397,65599072383.942474,48323172329.99266,47149977014.72337,36.97337878026346,27.23622285332973,26.574978826572725,30615882287.177765,17.255924075732352,13143610692.564108,8587808036.529668,17760631197.45056,7.4080879350277105,4.840316606436123,10.010363268500203,8372609691.059926,4.719025105645231,70719972800.03764,64121058.396666765,440630184.79910696,399514.77202523145,Developing,21155.20527961633
Turkey,2003,TUR,1110453769.369987,24814083947004.73,199298578087.06308,179474898.98668596,141565011387.84442,71.03162137263323,87428007660.03314,56243291070.533424,37770834650.79495,43.86785319754787,28.220618335753343,18.951883657842686,16165370005.821434,8.111131630231517,11368175787.937426,12173785340.226791,4774197679.547074,5.704092772288254,6.1083152007781525,2.395500121160663,4760150085.141537,2.3884516040360695,64047427827.633224,57676807.08037973,492611940.6991466,443613.19155017927,Developing,22345.895553205188
Turkey,2004,TUR,1181452941.7524197,32843337637039.996,93339953519.06578,79004376.9162883,68031552128.68936,72.88577888009459,35423005237.454506,25260917005.205757,19692450581.59892,37.9505280450123,27.063348601353137,21.097557732955703,7531228215.481619,8.068600777632996,3176579425.496571,4520609264.231109,3145368131.456245,3.4032365624091696,4.843166397450285,3.3697982620205256,3522168932.516754,3.7734847723031164,46026265577.69138,38957341.38121639,219449800.34043506,185745.6971709179,Developing,27799.107756525867
Turkey,2005,TUR,1116713196.8185318,25379013481847.895,76132713861.66602,68175708.92738159,62777687838.42064,82.4582293920172,38316112298.74076,23086280703.164753,19633559923.179203,50.32805262710267,30.32373277158198,25.788598523958566,4970188001.567763,6.528321071804494,4688107155.166904,2068584873.0914001,1826907864.5682967,6.1578090644256385,2.717077545468879,2.39963580949946,5649012279.928384,7.419953911261723,25960939214.563583,23247633.580873933,219439065.7666644,196504.40810750416,Developing,22726.527772888887
Turkey,2006,TUR,1095444263.5474133,28006799736926.6,205559752100.61734,187649667.7566656,158263071023.99634,76.99127353808531,55495713463.27458,53129539324.96653,47258306547.79474,26.997363489770386,25.846275246995187,22.990058153340616,20434394205.2457,9.94085369165238,15601490502.906456,11454751335.957012,11491581323.105833,7.589759349033385,5.572467965591894,5.590384890852046,4028563818.3927383,1.9598018470176195,65036574673.423775,59370044.49940126,431618018.4612046,394011.84781732457,Developing,25566.61317138241
Turkey,2007,TUR,1285037375.8186762,33555360248619.855,275582816017.86975,214455097.72997883,219817844046.38403,79.76471364315047,152916311269.18454,77597777871.64539,73509702998.47437,55.488333227304324,28.1576982893642,26.674269484824386,39321462057.11612,14.268473856717675,19445404240.10129,25407035698.98353,18227885366.062626,7.056101872055906,9.219383148090063,6.614304051846494,3131889537.3317733,1.136460386967194,85542215387.52869,66567881.21281775,816642156.812914,635500.7038551269,Developing,26112.361305633065
Turkey,2008,TUR,1098688329.237566,29387855157805.625,243590754361.5746,221710514.14609477,195389032241.76675,80.21200671341595,88000970953.92563,88171649257.26132,60166605382.68287,36.1265644849973,36.19663212930631,24.699872349577937,34220148816.636036,14.04821332661964,17342737880.85508,15530388584.665768,10740674534.392403,7.119620745175056,6.375606752961237,4.409311249329871,439169989.26930195,0.1802900895891224,76852085317.13649,69948941.18013243,656161209.671251,597222.3352245797,Developing,26748.127176520848
Turkey,2009,TUR,1128857345.8448308,32912669034876.742,118995792015.907,105412603.68629766,94144849671.039,79.11611669297852,61229287979.55936,42989551541.551384,21994460539.27158,51.45500268730041,36.12695105706315,18.483393544144338,24241729095.00072,20.371921295973355,12471522350.458601,11848528738.75454,5899470806.677534,10.480641490912086,9.957098934364558,4.957713803769558,5799555127.718908,4.873748079212449,47890107908.166245,42423525.066690825,344076730.7494173,304800.89624780015,Developing,29155.73801776085
Turkey,2010,TUR,1293835733.372251,38308455597868.586,279812033145.95026,216265501.04366702,237836724012.43085,84.99874767300481,142069664190.73978,105757919179.89725,54039178618.22402,50.77325038292263,37.79605830058559,19.312671442559846,16295059229.558739,5.823573434763336,7398137130.057665,9139118021.04944,3470657105.090355,2.643966753995454,3.266163330539279,1.2403530563247995,4331099511.28905,1.54786034846112,130732597364.17683,101042654.79160607,825553773.9583827,638066.9142648124,Developing,29608.43838964124
Turkey,2011,TUR,1209738209.865419,41337521888431.875,90171730562.79234,74538218.12640256,65982529585.54189,73.17429661571599,23547353625.259163,20491876097.20398,21455422949.86348,26.11389786831432,22.72538851068648,23.7939571703381,13595953571.903343,15.077844782446103,7275215114.094976,9886415343.962572,3023339538.296416,8.06817731975187,10.963985366875075,3.3528684870820697,7542321863.069259,8.364397373761234,28034558344.062187,23174070.31987605,180536418.59144428,149235.9397423089,Developing,34170.63423418741
Turkey,2012,TUR,1303613603.6519227,36061838145047.65,174236913602.25458,133656869.73053212,130131240620.56256,74.6863784086673,45094728976.32238,64287874981.48636,26598352290.56605,25.881271680043618,36.89681689853722,15.265624109529611,16960820185.355644,9.734343793573819,9561815391.15855,11954777260.48224,4817671963.258659,5.487824131794551,6.861219596538784,2.7650122259720282,13730481227.204288,7.8803514957502205,80242977773.13364,61554265.426766194,384781519.11343884,295165.31435044704,Developing,27662.980843422145
Turkey,2013,TUR,1238666582.451664,37603326196017.45,64764880607.30937,52285967.446640685,54430803965.71904,84.04370309234534,19722490963.230797,18979396659.72766,20054417166.406216,30.45244703346973,29.305074728394764,30.964956591215998,12381996648.527994,19.118381030614547,7487520166.350144,7988591469.51262,5903376246.9023,11.561080783502753,12.334758274241343,9.11508859669857,469689919.8922437,0.7252231695448141,22140600784.5502,17874544.36748251,162663174.81677774,131321.19419482708,Developing,30357.908034937103
Turkey,2014,TUR,1442053597.5757582,41107010781997.81,158777592724.84363,110105195.11325046,133158434538.45801,83.864752105933,61373277146.69459,41311719785.44386,39854730177.377365,38.65361358202002,26.01860821572961,25.100978981615064,13579199958.411686,8.552340242331294,12956599183.21318,7484334978.480724,4547470325.962712,8.160218933200822,4.713722415133748,2.8640504292336324,6366510322.567061,4.009703266883518,51549320447.732086,35747159.83815847,388255756.0069368,269238.0898044532,Developing,28505.882757133968
Turkey,2015,TUR,1295043680.6841543,41871661083292.08,248203786301.6515,191656690.81565553,202227427203.37442,81.47636674550958,117876614274.85872,68368311926.85873,55277731055.481895,47.49186788456111,27.54523327205336,22.27110709274224,36130270413.231316,14.55669591168961,19085491575.08207,16331140438.82004,18765390502.60301,7.689444169835003,6.57973058435627,7.560477131399082,15592325597.816956,6.282065970930439,79713377446.32088,61552655.4318302,652635349.5173383,503948.52254910796,Developing,32332.23844710152
Turkey,2016,TUR,1198981072.3952246,38680698452611.57,288417427329.5658,240552110.42939106,236370170283.73212,81.95419135114854,106716721743.41539,110769910149.30669,77728582114.43895,37.00078831279271,38.406108526421775,26.950029626892437,55603021792.58352,19.27866228729918,35383551819.58294,30231803163.879807,15001661615.30004,12.268173996001718,10.481961316898804,5.201371413024255,25000642285.62661,8.668214856884893,124061278764.9038,103472257.92068969,820933284.4040885,684692.4470326261,Developing,32261.30865880851
Turkey,2017,TUR,1668844109.8555863,58351854732242.12,381463488879.1421,228579462.05182227,327845416294.5909,85.94411414258866,202925894275.9245,145570664871.30933,71216926835.1881,53.19667548582005,38.16110037137264,18.669395344871795,87733877052.21877,22.99928554368547,49530548579.30914,46665554779.03651,23399935233.992424,12.984348443109258,12.23329522732421,6.134252927520975,6636602580.770758,1.7397739952180358,149824349443.08478,89777318.65923046,1145474807.289129,686388.1416630658,Developing,34965.43169469053
Turkey,2018,TUR,1341369481.2570894,40735014306084.02,38849471326.03928,28962543.03447457,35681829936.5826,91.84637195478763,12424153740.454365,16781429891.44284,8254012352.694327,31.980238897425973,43.19603155112925,21.246138160860852,8182653757.438927,21.06245845346784,4561873959.884658,4897535272.405059,2341754098.611172,11.742435107030689,12.606439946899437,6.027763103796952,3273216478.411426,8.42538229398637,19228624163.739433,14335069.07113987,105626490.17985392,78745.26120936051,Developing,30368.228049969086
Turkey,2019,TUR,1467368000.937464,40963971721416.586,363331470673.7905,247607601.1209644,311810104889.69403,85.8197348860116,162067895859.93552,130390646029.35873,103067465925.82468,44.60607157408744,35.88751774999067,28.367337884243344,79631381591.21065,21.917006375345338,38210978149.89867,48717900868.70232,18016634746.25262,10.516836892504031,13.408665310042094,4.958732232261949,13245845626.908222,3.6456642751986448,127577758187.08954,86943260.38565879,1086370374.2695417,740353.0495250594,Developing,27916.631475707356
Turkey,2020,TUR,1765767526.5966504,56710258939502.75,123805309740.70567,70114161.61861844,110660711080.55042,89.3828474015493,71607357768.35257,42761871330.95572,43524866607.47191,57.83868068205231,34.53961015122451,35.155896543233204,30800259918.933853,24.877979776021757,16737523018.248455,13604655215.617641,13167884034.73209,13.51922874172606,10.9887493873331,10.635960656542546,1767761997.4191325,1.4278563666788469,48338919029.71519,27375585.008567847,427683083.6624714,242208.03544099038,Developing,32116.49216859617
Turkey,2021,TUR,1434235996.3029804,52912000408761.2,352950618581.0061,246089639.00697255,328578447371.1065,93.09473622460705,139516025230.1397,150023899327.9176,94805058026.76248,39.52848299035329,42.50563433804705,26.860714512391105,97911871084.69354,27.74095466338492,45344675952.96233,40634040529.40624,47959502454.92003,12.847314487013776,11.512670155607129,13.588162176265683,27456360631.187958,7.779094067485369,140140224951.62543,97710715.19112882,1070917973.5134753,746681.8405576019,Developing,36892.115764178336
Turkey,2022,TUR,1449802808.3888125,48753580336618.66,188027534133.30063,129691798.805562,155385605670.2691,82.63981463486604,88304230382.48001,54989084012.15181,39701730959.467865,46.96345712850621,29.245229570030812,21.114849557789572,39704992273.72022,21.116584045383313,23485825167.38483,19283117090.406433,16267210306.108921,12.490630840659081,10.255475177766156,8.651504356046285,13604442168.36344,7.235345733310887,91509733960.3649,63118745.13614788,496091612.30241644,342178.68073640333,Developing,33627.73202984704
Mexico,2000,MEX,906843304.1834147,22740819678368.797,107220565799.94861,118234942.36029842,71469199204.49054,66.65624143211227,22947610349.77207,21977725429.875237,24545116581.848015,21.402247020956374,20.497677162869223,22.892172223418523,4145988403.842536,3.866784672241044,5096969304.098627,2191049915.4440436,1603142861.705868,4.753723566063359,2.04349781135467,1.4951822439521545,5454374345.3487835,5.087059842162667,43705132608.18435,48194801.02743827,192262122.75063744,212012.50741302405,Developing,25076.900908306565
Mexico,2001,MEX,916889417.0167451,26661717244687.957,143177676976.15182,156155883.48920488,98492342785.13583,68.79029249897738,55193995744.94194,45789426409.72683,27926687629.54521,38.54930245455459,31.980841830080593,19.504917400075417,13345286096.938522,9.320786856432486,4001867148.968654,3398577796.0749273,6113409606.219278,2.7950356741960682,2.373678542529368,4.269806393937757,3918291725.951569,2.736663849214577,45046133803.788506,49129298.43857695,354604553.87464833,386747.35174544196,Developing,29078.443648566004
Mexico,2002,MEX,961136494.5364299,27944110680456.453,125715774659.14212,130799085.63848329,86795374998.06792,69.04095785385681,41946635658.53348,42443235114.39688,29052318593.72132,33.366246815298204,33.76126443119394,23.10952517493684,14580127209.898481,11.597691100762912,9216383068.436207,8944454756.078266,6068556150.308287,7.331126975453104,7.114822925229312,4.827203401293266,5854905177.504592,4.657255776674976,39346505038.14091,40937478.97598904,315100925.0367348,327842.0149769805,Developing,29074.029380118693
Mexico,2003,MEX,937116557.5894947,29159695288803.293,101998041319.7422,108842427.86415753,85793311822.93863,84.11270521753924,48525116801.620804,31543933513.318455,33210986046.40548,47.574557485378435,30.926018877592874,32.560415491015256,7603994876.895113,7.455040095385954,3879361155.3189645,5610517735.901223,4045942367.118511,3.803368285434022,5.500613211104163,3.96668633511828,2135312669.06012,2.0934839938409877,49208089504.81381,52510105.71341275,308124384.8544905,328800.49163475016,Developing,31116.401746021373
Mexico,2004,MEX,928750435.1876328,26120843403867.375,150276260096.80734,161804780.27603558,112404834320.94348,74.79879672846047,61980200999.86714,46249010296.122635,39176141940.37676,41.2441732046963,30.77599233992729,26.069415032780064,16571294563.207584,11.02722050211552,6837710278.328281,8481848243.313042,6360823487.266256,4.550093457159139,5.644170435070097,4.2327533857767285,8489896500.995263,5.649526076524733,53491343643.5355,57594959.43894637,403410859.1885009,434358.7296484022,Developing,28124.717269812376
Mexico,2005,MEX,939979761.2678457,32894545577393.613,94844178583.15378,100900234.76168025,74628851940.56941,78.68574861992109,35541337407.64121,35179296454.66568,25138117941.840984,37.47339893558218,37.09167708571861,26.50465038273421,19296590537.85386,20.345571890778462,7784466318.7533045,7751391526.087392,6402843493.317321,8.207637448120597,8.172764677688077,6.750908267610421,1930184390.2284997,2.035111083318865,45192135563.20634,48077775.102573626,265954644.6987513,282936.5648681961,Developing,34994.950883863086
Mexico,2006,MEX,1063001222.1172441,38426051347823.81,35369992586.31593,33273708.299099952,26112212943.94383,73.82589317829321,11512675973.783257,12307061917.24649,7290814359.228228,32.54927448935152,34.79520638069879,20.612993744445745,2451498870.9424977,6.931013245083184,1886228006.4454403,2644209796.666542,537154158.8159223,5.332848181526593,7.475856236649434,1.518671957606625,1502496704.4402182,4.247941813314118,12019833374.199167,11307450.19300969,86677660.38375956,81540.5086845699,Developing,36148.64268103879
Mexico,2007,MEX,1003951074.5819023,35990091121247.08,203212268877.7561,202412521.90738907,155499279305.51947,76.52061569130024,73773241951.8618,51529432786.82914,60568994708.79034,36.30353735986318,25.357441788038432,29.80577651304414,41685370313.61691,20.513215340700253,21401653264.86784,16756344383.869587,12710274954.167534,10.531673792659719,8.245734608646831,6.254678924830811,5451925070.978898,2.6828720042777268,92130301545.71808,91767720.43805616,507413694.2511908,505416.75495741103,Developing,35848.45121684364
Mexico,2008,MEX,1060597232.0993338,41394769329948.98,176281128254.8632,166209304.45569274,149823474619.27945,84.99121607768933,76681668837.9328,53003396557.83633,30595059288.22675,43.49964718121625,30.06753875616523,17.35583360006246,21321629965.82228,12.09524251228751,13400215252.732895,9539994080.030361,5340110180.754788,7.601616455142704,5.411806796605964,3.02931472791244,572677391.7702984,0.3248659669016496,78368920558.53426,73891311.59942001,436666750.78760535,411717.79217570863,Developing,39029.67882351782
Mexico,2009,MEX,1082633074.0911236,38179336094914.76,142280406709.9682,131420709.48591089,111116427322.63379,78.09678780939902,52462206589.99548,40453018585.22419,42372100500.04537,36.87240415114724,28.43189692849679,29.78069959163026,3174161469.9494877,2.23091959275873,5194384009.804755,7253239849.852581,1900496529.7950454,3.6508076761358006,5.097848690184,1.3357401582841386,8756347633.195927,6.154289150329267,48126123593.99662,44452848.103129275,370908824.86637,342598.8303357073,Developing,35265.25930954633
Mexico,2010,MEX,1053910901.6327376,39148427482467.41,32808756187.64472,31130483.740909033,23854993828.55964,72.70922948777641,7684741385.134272,9723872823.271496,5107593032.592733,23.422836700003362,29.63804164856868,15.567774052087277,4851515218.52409,14.787257373539497,3497037893.0060472,2380320828.2841177,2545038784.9481487,10.658855437875388,7.255138886308988,7.757193751546643,2514303231.789673,7.663512805573902,15971518991.73775,15154524.89104571,63273154.38496016,60036.53087460833,Developing,37145.86064326497
Mexico,2011,MEX,1145287800.1348944,38853801708479.875,221666503614.25485,193546550.9963055,180085471196.45422,81.2416257125794,92072494894.10968,58595231963.69003,57356987714.95273,41.536494415202526,26.43395867589347,25.87535183699457,34249994450.390293,15.451136681432168,23948289831.301865,19431538700.627243,8453781088.064857,10.8037477204841,8.766114132626058,3.8137386344921866,13800411167.384645,6.225753978327817,87890461033.33807,76740938.84784782,565122134.5454891,493432.4232554715,Developing,33924.92411418649
Mexico,2012,MEX,965666845.8737679,35948124789455.45,61882783955.82218,64082953.888541706,52064634840.49635,84.1342801863359,21844782791.806953,19897191576.490314,12679819074.569532,35.30025864285912,32.15303240186289,20.49005921197985,5538943556.873778,8.95070196070688,3528643543.0080924,4426946606.252904,2445538312.4375544,5.702140914550926,7.153761229315863,3.951887998741964,808401921.1116534,1.3063438155735974,30520854637.155212,31605987.8907191,150410030.27718353,155757.68280735315,Developing,37226.21827917099
Mexico,2013,MEX,1090619025.5426326,41033163097620.06,31650819468.150986,29020967.658622373,26986756010.132565,85.26400410355349,9011052214.008036,12455067260.9132,9561263787.235924,28.47020192660577,39.35148432237674,30.208582109089022,1711856482.4327338,5.408569228848276,811446207.9456033,1435584190.0405526,349197656.1286184,2.5637447041841384,4.535693590761928,1.1032815642577682,2704611379.475948,8.545154359107496,15288224559.031698,14017933.119610773,87333683.64467481,80077.16865311636,Developing,37623.736737220584
Mexico,2014,MEX,1231167317.3360903,44732181956180.05,43135724042.64292,35036443.41045118,36807619351.24518,85.32978214265759,21748338568.292328,18262182601.650562,8507658645.050417,50.418392297744795,42.33656211171282,19.722999518079153,7537213301.570596,17.473250927976753,4111565888.0540533,3517204792.6786475,4056015595.1050863,9.53169554773083,8.15380956443811,9.402915298455193,913606654.6030825,2.117981498815027,14887558248.93918,12092229.901904633,133552915.80435535,108476.6578220476,Developing,36333.14605277881
Mexico,2015,MEX,1309799380.2777965,52680044016775.125,84633746945.55922,64615809.275775634,75159649733.18086,88.80576891098467,24815076013.248245,26311269804.392193,25093032397.615955,29.320545183011426,31.088390569918822,29.648967821024257,10740497508.03017,12.690561266227537,8111620468.94017,8215558144.960432,2187187098.9555464,9.584380653922816,9.707189438564148,2.5842966640274803,3892661071.545997,4.599419512939628,40425684943.33394,30864028.149685044,211938822.92934003,161810.14140073096,Developing,40219.933533334064
Mexico,2016,MEX,1248310144.0596704,48006765185161.49,82009623827.7329,65696513.17662668,69174520813.75613,84.34927217696082,32984243628.284695,25374662086.073788,21054384311.76311,40.2199669853022,30.941078499975916,25.673065341683994,2810483817.131564,3.4270170815990904,3416922870.0938435,3185847573.48558,724471323.9548028,4.166490114954478,3.8847240418730387,0.8833979356820448,69671920.57761867,0.08495578607209509,34208745496.639214,27404043.505877335,217651612.00892994,174357.00017713386,Developing,38457.402123671854
Mexico,2017,MEX,1357728201.6480002,47793820368875.234,248099137899.723,182731077.9864351,205765231152.67935,82.93669736000686,76858490023.0308,85472248301.88013,47525241302.863235,30.97894280233072,34.45084453958337,19.155746249336847,41953289068.562096,16.909889096639596,28630222320.31755,19760385824.34005,13819826470.074358,11.539831441046502,7.964713618765909,5.5702839546585095,17292832786.197826,6.97013013934263,92104023429.49107,67836864.04811797,585929541.5895308,431551.42603529483,Developing,35201.31666327875
Mexico,2018,MEX,1272593811.470661,51572462364610.86,141953985287.4739,111546971.23933531,133625032330.91734,94.13263886907477,77866171057.37016,64675535584.225204,33959027541.43708,54.85310673010117,45.56091571029123,23.922560168117833,2888871894.6676064,2.035076288148792,1712788193.4363046,7410453497.151954,667767348.0419033,1.206579857527566,5.220320854074575,0.4704111312476321,8076066087.500983,5.689214058447163,53104742787.33845,41729530.90662012,485551396.7880971,381544.6786017089,Developing,40525.470028030104
Mexico,2019,MEX,1505615047.6527665,53937406594179.836,359317854703.54956,238651875.36729342,306958164990.2275,85.42803007756996,115546682974.21432,140618370770.7349,89260907072.74069,32.15723389797721,39.13481307149355,24.841767784232218,55361568863.227806,15.407408270569558,29516100201.299465,30601191212.48836,12160686571.29009,8.214481917591135,8.51646830568313,3.384381380469697,13798490982.233252,3.8401907396495822,129473882312.65852,85994014.5487431,968038335.1754504,642952.0857171355,Developing,35824.168122035924
Mexico,2020,MEX,1525901532.6501389,65470745306809.625,300668843240.3138,197043411.26004466,256327069303.2687,85.2522883784123,138046850215.1388,95662711319.17307,92642089287.17262,45.91325417273213,31.8166359667381,30.812001765386494,21560460698.606167,7.170833022220951,22466323131.676636,17367466435.330685,8912923769.371675,7.472115464162049,5.776277398137157,2.9643656034715566,3510245687.622638,1.1674790276879554,121667827224.22784,79735044.90353248,890176663.7157557,583377.5277554931,Developing,42906.271411302696
Mexico,2021,MEX,1077094183.910049,45164204865036.38,161601360396.3423,150034567.83110628,142555729355.25137,88.21443644138903,48574283272.659424,63536915620.675026,34203958898.361553,30.05809057146951,39.3170672974812,21.16563797140889,31719495421.717613,19.628235395990863,18861742481.886448,14690139563.5319,6804983164.27906,11.671772091290741,9.09035637293088,4.2109689841652385,8107526773.634863,5.016991660064249,60479985284.75746,56151064.77058864,411751936.6954564,382280.34543898614,Developing,41931.52793851514
Mexico,2022,MEX,1499936518.006373,67147592923605.734,78740826806.47105,52496106.242635325,69268302727.8174,87.96999668045753,39978295891.65156,28481336385.44359,23544682204.281635,50.772004197911315,36.17098974010639,29.90149222353186,10362683935.232904,13.160496727704263,7366993250.559828,4820977725.210437,5421057590.334425,9.356001898057789,6.122589666297791,6.884684616861191,1089754034.7149787,1.3839758596812457,30110771526.73855,20074697.272361904,251211561.73371857,167481.46252723693,Developing,44766.9565461706
Argentina,2000,ARG,734588762.1292026,18317110716949.996,92357330082.99065,125726576.34360385,64179133072.54016,69.49002641682034,26125231221.76672,24524113607.655315,24370060754.903908,28.2871226336784,26.553510788605934,26.38670989406624,13971005161.645275,15.127121094872686,3667207392.41093,2283983163.0088406,7794410204.510528,3.9706728086613623,2.472985263818794,8.439406160297844,6333060053.246252,6.85712768824681,44262374505.34979,60254630.6004675,207491684.49677545,282459.6497982921,Developing,24935.19049196713
Argentina,2001,ARG,754036642.359938,23674743776525.523,27499575601.208675,36469813.34374173,18948449178.948242,68.90451494137027,8114238198.505174,6196061350.40045,4912107913.82564,29.50677609056822,22.53147990446848,17.862486261823403,1620173114.8934796,5.89162952326533,704122658.3006073,887193006.5390763,486824435.9932387,2.5604855453465953,3.226206176433072,1.7702979967874177,1215078945.0324602,4.41853708091064,11397385085.03177,15115160.782320775,52662346.457164444,69840.56675594044,Developing,31397.33859939452
Argentina,2002,ARG,754806666.0393329,28460175377294.08,119690628314.47919,158571239.0995791,87589947468.8058,73.18028880144986,38386365847.7602,40426305855.641525,21833515500.75828,32.071321195593164,33.775665166886824,18.241624936074498,13513087007.85608,11.290012591755588,7719427403.735648,3629771729.185219,3407016726.277763,6.449483566460495,3.0326281850975287,2.8465192089442892,1576439702.385666,1.3170953520635509,37421356545.166885,49577406.01514092,280280036.4239357,371326.92255440465,Developing,37705.25176550444
Argentina,2003,ARG,794476978.1035911,29501371850735.617,110882071420.1875,139566122.71492365,82642850716.6876,74.53220313995813,35019695171.972206,36265858946.463394,16795087491.93719,31.582829147613147,32.70669322999384,15.14680171178641,19433846343.59907,17.526590272610015,8169889688.557655,5072886569.781127,10606239201.553396,7.368088983112397,4.575028681198991,9.565332849312549,3899831315.4089727,3.517098179588083,41528820324.489235,52271898.95875665,245171608.60035968,308594.9818024708,Developing,37133.073284458296
Argentina,2004,ARG,790745966.3950158,24597378113901.184,27595115919.940834,34897574.05370784,19435504311.472286,70.43095730367186,10976086874.100536,7212631474.522627,7031215586.846064,39.77546934734554,26.13734798378079,25.479927706211058,6302932376.736604,22.840753396444214,2613424723.5488095,2029576437.9178057,3128481175.758697,9.470606070765921,7.354839326662112,11.33708292741031,1576268668.0320747,5.7121291775151715,9904998468.733551,12526144.791974222,68617762.24389625,86775.9876875785,Developing,31106.548954071557
